Seed_Type,Seed_Weight_mg,Moisture_%,Protein_%,Germ_Temp_C,Humidity_%,Germination_Rate_%,Plant_Height_cm,Yield_Days,Yield_Weight_g_per_plant,Label_Best_Treatment
Cowpea,75.19279218,13.49576327,24.92231963,26.13827202,55.52273311,77.24959872,27.69255152,75.5128496,14.21525898,1.0
Cowpea,51.91032207,9.129607698,24.39317472,31.80274652,70.59362567,75.32725417,19.735823,62.69336122,20.48024113,0.0
Cowpea,56.24388499,9.203871335,28.72919262,25.12453881,75.15651998,73.96483921,18.9529476,56.63124741,15.81830016,0.0
Cowpea,80.44803843,12.36326601,21.9788157,27.97074823,60.90565613,69.84615029,9.301232852,76.35256232,17.01356383,0.0
Cowpea,68.71964079,13.1759233,18.19755088,30.59940245,78.60471043,64.63299148,14.81454225,70.40988255,13.93914117,0.0
Cowpea,97.76575703,12.25875294,19.83983166,27.86478853,50.03692483,72.04419597,26.70687641,69.75453123,15.1896496,0.0
Cowpea,83.45218129,9.062148933,23.81450277,26.78872028,56.98035487,75.15877228,23.09191847,49.2057192,16.66067341,0.0
Cowpea,28.00020069,13.6368546,20.45647931,30.12462413,56.13714488,80.27420232,30.08871683,67.96037416,18.79218446,0.0
Cowpea,42.93362365,9.834946585,32.04036734,28.99519481,57.44390964,62.78859239,25.95973121,76.4428374,13.11861039,0.0
Cowpea,83.70705704,11.46707088,32.50360072,26.21300391,59.6081868,67.96154416,27.96048798,57.46430253,11.73096638,0.0
Cowpea,25.75419367,8.824250072,23.80400452,29.03658904,56.23125494,76.81232897,34.50234289,70.52451955,19.52178898,0.0
Cowpea,47.07397244,13.05190931,24.351309,31.30502437,67.67953114,76.91502795,26.71250384,48.42149439,21.63380622,0.0
Cowpea,57.49223861,13.62876889,25.54789189,29.42661714,58.57458058,87.93977203,17.4387769,53.39791435,24.01387896,1.0
Cowpea,20.98194983,11.33574666,26.26717749,28.96336821,75.03681392,71.8393432,23.29168409,53.29426147,17.52268328,0.0
Cowpea,72.01085384,13.36356951,27.04911157,26.36672576,53.68912697,87.04505783,23.26066313,64.20197431,16.01241351,1.0
Cowpea,59.60807068,13.53764186,22.87952389,29.64543394,69.39707716,74.66990061,19.266253,64.23441128,13.42677657,0.0
Cowpea,74.68298736,10.87737675,25.53493476,25.83961518,63.25271349,74.06191421,7.655255506,75.32827466,14.48515976,0.0
Cowpea,42.18299667,12.73857183,27.70937097,31.52954157,52.73205873,89.05669056,14.08316565,70.91206279,21.28949651,1.0
Cowpea,93.6220982,11.93783754,26.26173868,27.29161886,77.458498,84.42080441,24.25902275,60.77262828,16.07540405,1.0
Cowpea,64.19987621,8.982747878,33.17267857,28.67774553,60.54178281,74.242466,25.92475373,71.59837136,17.29516411,0.0
Cowpea,85.92443585,8.006264345,29.82169991,28.95454831,56.39431593,73.04534105,24.74352679,68.32446171,18.75810068,0.0
Cowpea,42.84998083,8.622891013,24.20064167,26.48057927,53.08507874,87.31092355,23.51760145,68.1745606,23.52254533,1.0
Cowpea,87.40193042,12.61229045,19.13082915,27.58499728,64.96321781,70.86012663,9.439707466,77.82593916,20.15716783,0.0
Cowpea,34.47590768,11.26716776,29.10919165,26.4508501,60.49244701,80.92137872,30.22054379,61.44626519,16.48137747,1.0
Cowpea,20.4002122,11.19354934,31.23960758,30.87102648,77.46672929,83.9153033,18.2411554,67.94110975,22.96195309,1.0
Cowpea,34.64924329,9.27790192,27.66293414,31.37853386,50.73207795,70.66876316,15.51784877,49.80634155,12.16625613,0.0
Cowpea,99.22443382,9.388962785,19.15187114,25.30962226,76.81701922,73.01701297,9.223264492,71.7102829,19.42086623,0.0
Cowpea,92.79638314,8.548243321,30.8987588,31.93629131,57.89006493,73.63011874,32.35062783,67.42567871,18.66277441,0.0
Cowpea,98.44495931,10.48822472,28.48696113,25.08267813,67.23404065,64.0349112,14.25746025,56.78084503,12.46564242,0.0
Cowpea,65.96032427,13.27010195,33.30078072,27.21015402,65.7517267,63.99294813,13.28127165,67.20228543,15.95224992,0.0
Cowpea,96.40574914,8.102823158,30.96861415,27.02601489,66.87243615,65.90072396,25.17970501,68.11269319,13.33086489,0.0
Cowpea,73.31808783,12.46941388,24.68825892,31.83857453,68.23179024,87.87474598,19.63026596,73.97914035,17.21217845,1.0
Cowpea,60.07840204,11.40444415,18.59783239,29.599844,58.91817967,77.03421039,23.70925712,67.55967017,17.06831803,0.0
Cowpea,87.5472786,11.89991945,32.28902677,28.45054222,75.67291645,71.93241307,25.4179637,61.25292166,18.79998938,0.0
Cowpea,28.51363731,8.839829101,28.31756149,30.35649954,57.72992904,67.63096184,9.44616163,59.01022242,13.15708626,0.0
Cowpea,97.1273917,13.91074872,22.40871909,31.94102493,62.49346251,75.25729809,30.43129515,57.54654835,14.19118293,0.0
Cowpea,21.28611168,8.561848563,29.95477384,31.02321027,75.99901588,65.39484665,23.88052404,75.77987754,15.22777292,0.0
Cowpea,45.75444012,8.750295636,20.41553287,31.12970454,54.37092367,64.44259711,27.8271099,52.7009986,11.72479873,0.0
Cowpea,40.34999688,13.87691395,23.35239039,30.09806334,50.31138389,77.2485122,9.233892071,55.10579977,15.05457795,1.0
Cowpea,36.6603757,9.927347238,25.134715,30.58593897,50.0119375,69.23771142,24.50895428,63.3170798,18.27183967,0.0
Cowpea,41.26645956,10.84699375,27.56678646,28.26854663,71.30399025,84.95353778,16.14331415,72.53338568,22.3431552,1.0
Cowpea,67.71602869,11.17811859,22.76668335,29.6690444,57.30683679,66.8676289,11.70392604,62.54411868,13.80782649,0.0
Cowpea,98.88737635,8.248839916,20.16727689,29.36019092,76.1856493,73.89782717,12.50470564,69.7083246,21.06798886,0.0
Cowpea,58.81716316,10.94619406,25.44399281,27.75734102,70.09214317,72.20619386,21.30177448,77.0066609,18.02578403,0.0
Cowpea,98.08419391,12.93467172,25.70134133,27.8859487,67.13456937,67.51802593,14.8890675,73.76156106,18.72513299,0.0
Cowpea,31.76263656,8.387506098,21.42445789,26.07708213,54.8328111,90.86569881,12.43278076,57.65156695,13.76095718,1.0
Cowpea,83.96517198,13.22017875,32.18889348,29.24086243,60.65110683,87.07881416,31.99930864,54.56438952,16.55474388,1.0
Cowpea,77.98237568,10.610073,30.89863698,29.54985946,73.47846508,68.12763719,25.87259885,52.30131308,20.01320474,0.0
Cowpea,82.46487813,10.31821247,20.63121247,26.76562325,75.98455822,75.70558409,22.48175604,59.16561225,14.40687924,0.0
Cowpea,99.99029941,8.493363474,33.45122098,31.54828783,67.07157051,74.53136294,23.41345798,71.79042957,19.31427662,0.0
Cowpea,32.1507443,11.04276458,28.3681965,25.82150257,68.10053999,80.60830279,11.32571822,54.35575333,14.09298525,1.0
Cowpea,73.68318475,9.082909983,24.95148181,29.14847692,56.18448407,74.80587517,24.95157494,74.66158446,16.84775034,0.0
Cowpea,81.79289427,12.61636802,21.41548875,29.97052849,70.85996423,90.75131125,17.85738121,64.29559754,19.63393163,1.0
Cowpea,92.79979251,13.34506376,22.8808308,25.58264307,52.29171077,92.04466179,13.19334439,62.65901468,23.2376471,1.0
Cowpea,43.61934876,13.70089823,30.91681811,28.08794859,64.36110202,82.12439798,36.8283273,49.2397148,20.54384045,0.0
Cowpea,95.61340831,10.29324406,33.49980627,27.422898,60.74514724,77.20686523,13.71468248,48.84958999,14.90398466,0.0
Cowpea,90.04621877,12.01722841,20.52585131,26.63191579,51.25707073,71.84547473,10.61132638,65.95658711,17.46990735,0.0
Cowpea,98.16813327,10.95114874,34.25314643,30.29429373,68.82053646,82.93269307,14.42520485,66.65660717,17.00831042,0.0
Cowpea,42.5065234,11.19128614,25.39440115,28.81746865,54.61615405,84.3360296,12.40892101,54.5021009,24.75872633,1.0
Cowpea,31.39213491,8.559572715,34.83296173,26.1554063,65.93105511,71.15948089,8.014968602,51.92095782,19.12447232,0.0
Cowpea,86.82720402,13.22605716,20.78407739,28.6420444,69.7411164,78.66918767,15.07012686,53.63251346,21.04275125,1.0
Cowpea,91.87108856,8.830756416,27.96759734,28.29134099,70.79558355,79.02591295,11.92880167,49.84634964,12.49165892,0.0
Cowpea,35.89698512,13.29655319,28.45392867,26.03247501,61.5037531,67.54796827,8.346321545,60.59560102,18.99673027,0.0
Black gram,96.88767256,9.308632838,23.04708846,30.77304042,77.31946647,69.09354961,13.73809352,55.23169253,14.56194619,0.0
Black gram,66.04193986,11.63241084,34.28739306,31.0825649,70.28670477,73.05107423,18.49742139,49.23988636,14.42585664,0.0
Black gram,43.83219545,8.604796027,32.70422334,29.85615088,50.00109814,73.09622301,16.89338134,51.12444953,21.91735468,0.0
Black gram,27.28145143,9.364365808,28.43848885,29.65779255,51.68863686,71.5543747,31.15653474,70.7348938,19.98798526,0.0
Black gram,68.61449073,8.990728762,20.68600121,31.10192068,63.08589301,87.68210546,18.63916662,55.01178001,23.80931441,1.0
Black gram,33.93125615,13.41717678,18.32654058,28.91781133,64.69423508,65.2481817,15.59744972,52.07566602,11.06411395,0.0
Black gram,43.56452187,12.01725509,30.26274843,25.47548328,75.13296273,72.68591428,16.90713289,57.09229736,18.93389416,0.0
Black gram,62.30130648,13.80762578,29.71528388,28.43146091,54.26461426,70.8466678,7.694141366,72.15508267,20.11392003,0.0
Black gram,31.04864682,12.38026386,25.84418914,30.73671999,79.74323535,73.88168624,8.051914712,56.07022892,19.57156699,0.0
Black gram,71.53636162,9.50396553,24.0291346,28.12263379,56.07164598,77.09355152,11.24816587,75.5839547,12.80685918,0.0
Black gram,39.57204435,11.14591049,30.15377817,29.11390681,71.0851409,71.78018241,20.36282094,54.88754874,15.48787245,0.0
Black gram,40.42441447,12.6825921,21.46787792,28.47141897,60.0592013,66.42054343,17.42787719,64.30900398,16.406965,0.0
Black gram,87.25601475,10.96934398,30.09502135,31.06274251,73.04500414,90.80192653,32.28919182,53.28728951,23.31510165,1.0
Black gram,66.08961097,8.019763186,27.65403019,31.70125067,54.14248251,71.54594791,8.061828416,61.20450019,13.41572183,0.0
Black gram,71.03361651,9.954098291,22.00821933,30.52776027,64.252302,67.80770492,7.824471868,62.53908479,14.63223993,0.0
Black gram,84.52645067,9.430527375,31.05229679,31.56130127,62.15208995,77.71565015,21.4202553,63.91683274,11.95274848,0.0
Black gram,78.55681289,9.800430318,34.29060343,27.60999855,59.02886506,85.71931028,17.43454115,59.44021485,15.50573148,1.0
Black gram,90.0371827,9.317236914,26.58679516,31.40290055,65.66762659,70.60893444,14.9915174,52.92017923,20.08661738,0.0
Black gram,52.09005785,11.67591745,29.54537499,30.64399568,69.22661174,63.21846279,22.80887801,66.76207549,12.5719117,0.0
Black gram,55.99888822,13.58401544,33.10430239,31.97190723,78.27812745,76.04760601,32.57891962,67.11669002,12.05458361,0.0
Black gram,21.12469786,8.094006881,30.77013587,31.11547071,55.11536527,69.29493796,26.09275062,64.88892797,16.17365432,0.0
Black gram,55.99565532,10.96490538,34.06297905,31.01255763,71.9850954,79.00569672,22.22322064,65.01764198,18.42452917,0.0
Black gram,23.46027141,9.431349932,28.35835367,27.76870202,57.10056063,75.52413329,10.22362723,77.19669422,22.49164554,0.0
Black gram,97.61347216,8.374875504,24.34868094,28.25729521,76.0684131,70.756371,20.94333356,53.66407451,18.84970566,0.0
Black gram,43.60890557,12.28156379,27.56885289,30.70878082,66.08548277,76.43613503,21.93401127,68.52820242,22.67539928,0.0
Black gram,65.72938403,12.04280338,22.60209312,27.29576254,67.28296709,74.30388923,16.81666833,59.15889442,17.37624061,0.0
Black gram,47.87440392,11.04248158,31.97799888,25.59866563,74.25932556,74.19483426,32.04678093,61.69227749,13.84162011,0.0
Black gram,43.32634178,13.24891166,32.82268856,25.79351939,66.9769737,72.83232098,23.93192828,75.50865436,11.90356597,0.0
Black gram,49.88351355,9.724827948,22.44385247,27.80931305,78.47902833,64.43357173,8.666489273,65.74727964,10.05305178,0.0
Black gram,32.40916868,13.34218253,19.72692586,27.01911279,77.98880352,84.65181118,34.30652245,56.35778496,18.03244267,1.0
Black gram,40.52665371,10.83045777,19.75004676,25.0585775,75.39167583,83.76419116,24.40637188,54.41737587,20.94400517,1.0
Black gram,61.01836827,11.92805238,23.84547013,31.73565473,67.01124799,89.39686753,15.25329293,67.24512564,16.77670111,1.0
Black gram,25.87671707,13.73497573,21.74785182,25.51014408,51.68512409,73.5624666,8.049630251,74.39624232,17.72583441,0.0
Black gram,27.20774407,10.48186051,24.44784772,26.14344196,66.63666958,80.98690391,27.46057077,68.04307638,20.17811593,1.0
Black gram,95.85837436,13.3720382,22.56390118,30.5984886,74.82696687,71.32498659,21.99755321,63.36320806,17.47064305,0.0
Black gram,95.53008486,10.03211266,30.03590462,29.56504445,67.57459334,87.36681651,38.15327668,57.01116188,14.1638227,1.0
Black gram,41.50274873,13.77833301,24.76005038,30.17178249,56.3187808,73.73311603,12.2252413,67.84637348,21.40801631,0.0
Black gram,58.75113027,9.74507358,26.68454644,29.02204215,52.01730371,67.12127756,27.32680662,79.30718092,18.08437737,0.0
Black gram,54.24509355,10.77854973,18.37066963,25.07772386,69.34356434,67.76250006,16.90930584,56.82253178,15.13344592,0.0
Black gram,91.65550818,12.28756433,29.95648549,28.67295833,62.17070913,68.94047723,26.45964447,58.1433756,13.37523713,0.0
Black gram,97.80893369,13.28645647,25.66167764,29.41362736,59.96876603,68.44659959,17.39212936,55.28124355,17.05484788,0.0
Black gram,29.94328079,8.412433108,27.80821924,31.7879078,57.74243026,79.53340859,15.94993544,49.02419834,20.39540741,1.0
Black gram,44.35325232,11.28921585,31.27135303,28.25001192,62.99266619,67.64718174,14.00809372,72.81747919,12.60314302,0.0
Black gram,53.43629811,8.77630522,29.02503548,29.4982766,57.31490631,70.19382751,10.15044885,72.38136945,13.15408937,0.0
Black gram,90.03589112,10.87122062,33.54490418,26.43217764,58.20900021,79.92064877,30.47110079,50.56331941,16.87974097,0.0
Black gram,75.9850064,8.530946763,32.24820701,25.6398222,54.93145899,62.46672883,24.34544418,68.55734302,11.62914438,0.0
Black gram,44.04740001,13.98466767,25.6914531,31.86450769,75.65203749,87.13629496,27.36493639,49.6246237,21.79616673,1.0
Black gram,81.884785,11.09470203,28.97989719,30.11685635,61.37866791,66.79261695,22.49948095,59.69376032,11.18123916,0.0
Black gram,48.40004522,8.472356669,26.57060655,25.12259821,74.30368915,88.5993054,28.18421594,71.52171729,25.71210589,1.0
Black gram,87.96824,11.70168567,32.30222629,29.8705322,51.06948707,85.73037701,21.31466513,45.99262335,17.58166163,1.0
Black gram,55.96454567,13.87724114,22.08951844,29.47322933,57.04205419,81.41170696,23.6662499,65.76228618,13.46900853,0.0
Black gram,31.43781999,8.981140697,23.12068508,26.1296499,72.54007603,74.76353719,13.32472962,60.40024052,12.20330056,0.0
Black gram,36.36182629,12.99584225,27.28722603,30.17240873,64.36055767,87.97012373,36.13687502,73.5599852,22.11022178,1.0
Black gram,51.52764101,9.454861972,31.55365134,25.58140707,65.07898512,70.67811192,25.23300047,70.59898724,19.76299568,0.0
Black gram,45.65947477,10.82320641,33.34347703,30.56848928,51.74835099,76.90155733,24.43484944,57.92277049,20.19606332,0.0
Black gram,88.25973611,12.24227919,25.90302853,30.61032472,59.89212261,79.15652335,24.59700649,67.73376899,19.65572479,0.0
Black gram,71.12477881,11.53542522,22.55301681,27.58063276,77.80959758,76.05346954,23.4298711,73.28355853,20.42673705,0.0
Black gram,28.95883474,12.73486996,25.98629397,31.22091763,58.92267028,66.91202275,19.81214462,77.26235879,16.70480286,0.0
Black gram,97.27690633,10.15059147,20.74870684,29.58615026,60.91191151,68.33893838,12.42153284,53.39406484,19.73005464,0.0
Black gram,88.26082452,8.009960923,27.28663541,25.33869477,56.38681905,75.61517388,18.16133787,71.03279379,20.02035053,0.0
Black gram,43.93416919,9.986580631,20.65144179,27.08811812,73.86892656,73.03002913,21.2554017,53.36877273,16.81591147,0.0
Black gram,32.66710907,13.83135092,32.51356044,30.87307208,63.42776027,68.4342707,26.84591981,57.78407884,19.7788645,0.0
Black gram,27.01124385,10.46350914,30.831964,31.17682051,55.57168391,72.55124678,24.17157936,63.08714242,20.61679756,0.0
Black gram,29.97844818,10.95966347,29.54283903,27.96002887,75.4509776,70.5146984,22.66183174,63.21596949,15.38696039,0.0
Black gram,43.81058845,9.573536369,28.42605851,26.00641995,76.00442339,67.52676004,25.28182298,69.17428631,15.96639298,0.0
Black gram,34.36394546,10.71970291,30.38952153,26.61803479,50.93541943,69.76324123,9.189382531,72.53272984,11.92192727,0.0
Black gram,27.09296205,8.534520034,20.48677659,31.72708393,58.16395061,65.65528887,27.31118842,54.72621476,14.98725243,0.0
Black gram,99.25821307,10.21311271,21.42961582,28.88469237,72.3974548,79.26716327,28.14449976,56.75276892,18.65477631,1.0
Black gram,50.73528105,13.64867909,20.12374317,26.03863926,78.60447597,69.01697716,14.06197735,51.23708704,16.85470852,0.0
Black gram,75.06400373,12.75664585,33.85799472,25.52137991,50.75263045,68.56829864,18.16773518,73.79023513,14.20115987,0.0
Black gram,79.20697543,10.54105895,23.57622195,27.4518345,56.59777343,92.93305311,26.58251551,51.18482165,23.04120506,1.0
Black gram,65.83983841,8.96699377,26.30034908,25.46080582,51.19916088,70.8869544,19.89354962,65.80732205,15.96038342,0.0
Black gram,35.57967985,13.42524064,30.7808705,27.22926229,60.07378014,68.3467886,18.52496469,59.29848164,11.46241661,0.0
Black gram,89.93449434,10.47530027,33.09301399,27.19164698,73.76301393,77.43181622,21.99994464,69.94203904,21.40956351,0.0
Black gram,45.16208715,12.49537075,32.44773149,26.20825955,61.61391153,66.49806773,11.15323535,62.69672259,19.07418844,0.0
Black gram,67.60463095,9.07420793,21.7952585,30.45266643,54.22688913,77.93477092,34.33128825,61.78065516,14.48691697,1.0
Black gram,28.82292752,8.336746979,30.07126282,25.10552058,68.20741412,68.52144063,30.20150599,50.73277957,20.14810822,0.0
Black gram,86.092421,10.60237258,22.17869835,30.40499684,77.60765229,72.73436923,15.35368513,61.00605159,16.68748197,0.0
Black gram,78.92076821,10.46082447,22.575945,25.32765778,76.10226368,75.30464513,26.57600699,59.63425054,15.65382518,0.0
Black gram,83.12568475,11.04228917,18.03959223,29.64171174,79.78370488,68.01128743,24.49731915,79.53518732,11.42514429,0.0
Mustard,92.79607504,13.91346472,27.66083942,30.48754377,79.43318406,77.13081738,10.69407201,74.06300131,22.74269661,0.0
Mustard,49.55144832,8.843789638,29.89594206,29.88074231,73.60222985,69.74708644,14.18459119,70.84409815,17.45678673,0.0
Mustard,97.8826391,10.48724229,26.77932818,25.30928859,59.52839301,82.51469695,33.74257306,51.52386506,16.44279021,1.0
Mustard,58.33920079,10.78804786,23.79998835,31.41119604,71.23237247,67.28291612,17.05692339,72.87032022,12.95136034,0.0
Mustard,92.08380665,8.293696211,31.6719424,29.42472369,78.78684856,69.51633499,11.275025,59.29116932,15.75244291,0.0
Mustard,36.66735042,10.2326869,26.47289914,27.61420392,60.0577966,66.89294231,28.36050978,55.30196562,15.65783713,0.0
Mustard,42.95549141,13.66347416,34.07226474,27.88772955,78.87200642,81.44239131,14.03313117,73.65305572,13.13306385,0.0
Mustard,42.40687997,12.48755008,31.96783746,26.50439877,74.13173326,69.67089271,7.069439289,77.26879194,17.4840449,0.0
Mustard,82.35480827,12.42779975,19.18518088,26.03043627,65.20718811,72.43297334,17.81253626,73.76539413,15.52586298,0.0
Mustard,59.46456199,9.328006251,20.7191342,26.03764791,61.09112672,83.26703408,35.43418031,50.95921978,16.31250506,1.0
Mustard,49.04855238,8.865418278,19.13209063,25.11702107,67.13443531,83.3668241,18.50367344,46.26332297,13.69917248,1.0
Mustard,38.65934712,11.18347144,31.46029504,26.65000899,78.9173533,66.79335071,26.49490738,68.52856018,19.91943504,0.0
Mustard,56.59454895,12.30315734,34.87339395,30.48096954,70.67810616,73.70247819,25.32660558,49.90444214,17.15936045,0.0
Mustard,94.41902633,9.922508886,26.56820063,31.18583926,53.97415539,76.32229386,9.949834679,49.85234386,21.12029114,0.0
Mustard,93.54871234,12.65541949,18.29745866,27.61843867,79.69382653,91.99436273,10.69994741,66.30961679,21.21998051,1.0
Mustard,76.71346294,11.01741695,29.3285404,27.12927301,54.4343473,87.01015476,30.6666655,62.60677042,24.96132089,1.0
Mustard,88.35319457,13.60762602,18.86527515,26.89984378,61.08224108,71.10180598,31.03911627,58.38478086,14.3594773,0.0
Mustard,82.69826066,13.29210332,28.03574222,25.05805292,74.10007536,66.80614331,27.64964188,58.00236146,11.17871194,0.0
Mustard,27.28722666,12.33661501,29.6141757,27.01701624,66.15449464,71.1148559,20.27187757,68.16782382,19.81289282,0.0
Mustard,70.36820961,8.312311767,21.85038783,26.99572545,55.734433,74.64340393,14.71008989,62.92913202,19.304638,0.0
Mustard,36.70343943,10.19234881,31.51452807,27.70257719,51.35030282,72.46229558,15.00462631,67.53866055,16.36482766,0.0
Mustard,71.45027798,12.79901654,30.56799525,27.01806204,67.54486715,68.73760011,20.23841902,73.00283824,13.11444416,0.0
Mustard,26.72913753,13.60112111,19.76663366,25.5836277,74.85511457,73.667925,7.602044933,62.43760069,17.1235072,0.0
Mustard,46.56594818,9.678790377,26.04041433,31.57977439,55.06259105,68.46826606,8.263884633,68.66236302,10.63433774,0.0
Mustard,27.63428878,11.55030161,27.58852198,27.68619956,53.63636599,77.8034382,10.87014162,53.59487767,16.20899195,1.0
Mustard,68.48231953,12.30370414,22.40679618,28.96509681,70.3599848,66.60297372,23.01802101,53.13842033,14.0588977,0.0
Mustard,31.31861961,10.0502392,20.26954946,30.26744105,63.91289719,79.09262814,11.49448132,66.08380896,19.23481076,0.0
Mustard,82.41108199,10.82472096,29.23233434,30.95719497,79.61621838,72.49081378,18.35443296,50.36828524,21.32995512,0.0
Mustard,68.86386157,12.61897948,30.64405777,26.45947079,78.85585245,87.00562643,32.50032692,67.10130742,13.98869425,1.0
Mustard,34.38992789,8.758309875,32.1946743,25.06751642,78.12486955,78.77842965,29.35568475,70.26554969,17.35888815,1.0
Mustard,89.47273083,11.61883394,25.28222193,31.68183943,66.94956677,76.99503969,31.77451296,55.74362544,15.94759657,0.0
Mustard,63.63312205,8.953849391,33.00208178,30.0465632,70.12444872,73.18477987,13.52926452,78.41288136,15.96274677,0.0
Mustard,39.79288382,8.047935798,34.0600508,29.48348482,75.79578805,73.91758995,31.72239338,72.89963809,18.07463712,0.0
Mustard,57.15597704,13.92144589,28.54215714,29.16788658,69.65353982,91.72067078,24.32068997,69.95640303,23.29915618,1.0
Mustard,41.0140403,13.61928728,18.68618051,26.40702502,67.38618778,92.81749747,29.41194588,58.1157713,26.47770507,1.0
Mustard,44.18965676,8.900173427,23.39754254,25.78815717,79.20298293,67.97644413,18.68699157,72.23019037,17.54217022,0.0
Mustard,45.45144882,11.94676307,31.57499314,29.74820643,65.15224319,64.29188041,8.46662142,54.37931248,15.0288906,0.0
Mustard,41.89295163,13.7857213,30.75115876,25.94504879,53.46146304,69.70524305,24.94158147,62.92053993,16.64798903,0.0
Mustard,44.61595842,12.98920395,22.27717644,29.84906423,64.60373762,83.55677229,34.3027407,46.3382683,24.15699573,1.0
Mustard,66.44339319,9.507366699,23.30983317,25.85101891,69.81185523,77.10318273,31.13349239,60.69085312,20.61028194,0.0
Mustard,38.7499208,11.20768651,30.8444661,25.89628055,66.86377453,67.52509499,18.77399085,63.5474241,11.437197,0.0
Mustard,69.35063771,12.05038588,30.86918477,27.24331472,66.89914931,64.05108822,16.18170416,73.90080074,14.15592866,0.0
Mustard,46.89213761,9.179107625,29.56347176,28.09649021,61.87783936,66.32073939,13.57509715,65.76704468,16.71378319,0.0
Mustard,42.39620335,8.434653832,19.62670871,30.18980615,70.6833569,71.64494494,20.93810082,58.84490014,20.29621931,0.0
Mustard,60.77300692,11.43873931,21.58549643,31.31383165,51.48418237,69.10601304,9.95463242,74.39952275,13.03877039,0.0
Mustard,36.32090157,13.42724686,30.65075503,30.70351773,51.79492278,64.74851695,23.77832428,59.48483715,14.06000778,0.0
Mustard,47.26505483,11.76096485,21.36121067,30.46467387,51.91435905,65.61078371,15.22875671,58.15302099,12.42517674,0.0
Mustard,79.52726543,9.927794824,30.67282248,26.17619841,73.38137235,75.88114487,23.11972826,62.31388464,11.57664047,1.0
Mustard,71.84491497,12.12640793,30.77098444,26.55661221,74.68266136,74.09861019,22.76553773,60.34069119,16.36788402,0.0
Mustard,39.8514469,13.89040432,30.44735115,31.05755294,70.10853057,69.80406638,10.87133014,73.87253498,18.64271098,0.0
Mustard,84.33161237,10.13223676,20.89100326,29.19811828,55.40315627,70.22487644,17.71148334,72.15053619,18.09417578,0.0
Mustard,75.70782251,8.295616869,30.80207447,26.62663777,74.47432262,84.73576532,26.6923609,61.36731796,13.71994482,1.0
Mustard,94.60835384,13.99105531,26.69101079,31.46097791,50.58374305,64.28523302,15.26385232,58.98720591,13.27225188,0.0
Mustard,67.04402792,11.88778336,29.36353293,26.30352711,74.53047619,87.6219456,31.91698999,48.42612412,21.65276958,1.0
Mustard,58.52979956,12.79854741,19.91589834,26.5343719,72.35604362,66.94561063,25.57992804,58.54400327,17.11272017,0.0
Mustard,46.17882447,13.68746648,20.82506857,25.5696847,59.14057271,85.05156992,8.749378275,45.3404549,22.87766112,1.0
Mustard,47.07468165,11.33885725,29.25389499,31.82437433,68.06003131,68.77145012,13.06042318,78.78566551,10.73678113,0.0
Mustard,47.91101661,12.11887956,26.39687711,26.42228704,76.46524449,82.96862013,10.01397627,59.72397084,23.82744672,1.0
